Distance,Diameter,Radius,FFR,text
10.3055,2.24639,1.123195,,10.3055 1.123195 0
10.347,2.26002,1.13001,,10.347 1.13001 0
10.3519,2.26201,1.131005,,10.3519 1.131005 0
10.4214,2.29307,1.146535,,10.4214 1.146535 0
10.4534,2.30813,1.154065,,10.4534 1.154065 0
10.4966,2.32734,1.16367,,10.4966 1.16367 0
10.5269,2.34103,1.170515,,10.5269 1.170515 0
10.5458,2.34952,1.17476,,10.5458 1.17476 0
10.5678,2.35909,1.179545,,10.5678 1.179545 0
10.5959,2.37162,1.18581,,10.5959 1.18581 0
10.6631,2.40285,1.201425,,10.6631 1.201425 0
10.7262,2.43516,1.21758,,10.7262 1.21758 0
10.7859,2.46625,1.233125,,10.7859 1.233125 0
10.8085,2.47816,1.23908,,10.8085 1.23908 0
10.8117,2.4798,1.2399,,10.8117 1.2399 0
10.8362,2.49245,1.246225,,10.8362 1.246225 0
10.8842,2.5187,1.25935,,10.8842 1.25935 0
10.9067,2.53109,1.265545,,10.9067 1.265545 0
10.9489,2.55393,1.276965,,10.9489 1.276965 0
11.0299,2.60031,1.300155,,11.0299 1.300155 0
11.0781,2.62958,1.31479,,11.0781 1.31479 0
11.0793,2.63036,1.31518,,11.0793 1.31518 0
11.1007,2.64273,1.321365,,11.1007 1.321365 0
11.1341,2.66239,1.331195,,11.1341 1.331195 0
11.1371,2.66397,1.331985,,11.1371 1.331985 0
11.2004,2.6988,1.3494,,11.2004 1.3494 0
11.2072,2.70248,1.35124,,11.2072 1.35124 0
11.2682,2.73513,1.367565,,11.2682 1.367565 0
11.2892,2.74656,1.37328,,11.2892 1.37328 0
11.3251,2.76622,1.38311,,11.3251 1.38311 0
11.3417,2.77508,1.38754,,11.3417 1.38754 0
11.342,2.77519,1.387595,,11.342 1.387595 0
11.3982,2.80468,1.40234,,11.3982 1.40234 0
11.425,2.81866,1.40933,,11.425 1.40933 0
11.4577,2.83383,1.416915,,11.4577 1.416915 0
11.4833,2.84532,1.42266,,11.4833 1.42266 0
11.5002,2.85229,1.426145,,11.5002 1.426145 0
11.5593,2.87708,1.43854,,11.5593 1.43854 0
11.5674,2.88058,1.44029,,11.5674 1.44029 0
11.5683,2.88093,1.440465,,11.5683 1.440465 0
11.6512,2.91267,1.456335,,11.6512 1.456335 0
11.6514,2.91277,1.456385,,11.6514 1.456385 0
11.662,2.91638,1.45819,,11.662 1.45819 0
11.696,2.927,1.4635,,11.696 1.4635 0
11.7326,2.93867,1.469335,,11.7326 1.469335 0
11.7521,2.94445,1.472225,,11.7521 1.472225 0
11.8141,2.96181,1.480905,,11.8141 1.480905 0
11.8446,2.97044,1.48522,,11.8446 1.48522 0
11.8958,2.98482,1.49241,,11.8958 1.49241 0
11.9012,2.9863,1.49315,,11.9012 1.49315 0
11.9385,2.99532,1.49766,,11.9385 1.49766 0
11.9826,3.00581,1.502905,,11.9826 1.502905 0
11.9841,3.00614,1.50307,,11.9841 1.50307 0
11.9891,3.00714,1.50357,,11.9891 1.50357 0
12.0322,3.01615,1.508075,,12.0322 1.508075 0
12.0453,3.01907,1.509535,,12.0453 1.509535 0
12.0489,3.01967,1.509835,,12.0489 1.509835 0
12.1226,3.03383,1.516915,,12.1226 1.516915 0
12.1305,3.03537,1.517685,,12.1305 1.517685 0
12.1417,3.03774,1.51887,,12.1417 1.51887 0
12.1646,3.04209,1.521045,,12.1646 1.521045 0
12.1657,3.0423,1.52115,,12.1657 1.52115 0
12.2314,3.05342,1.52671,,12.2314 1.52671 0
12.2368,3.05435,1.527175,,12.2368 1.527175 0
12.2981,3.06302,1.53151,,12.2981 1.53151 0
12.2997,3.06325,1.531625,,12.2997 1.531625 0
12.3512,3.07187,1.535935,,12.3512 1.535935 0
12.3563,3.0726,1.5363,,12.3563 1.5363 0
12.4401,3.08463,1.542315,,12.4401 1.542315 0
12.4466,3.08552,1.54276,,12.4466 1.54276 0
12.5391,3.0982,1.5491,,12.5391 1.5491 0
12.5516,3.09954,1.54977,,12.5516 1.54977 0
12.5645,3.10078,1.55039,,12.5645 1.55039 0
12.6364,3.10909,1.554545,,12.6364 1.554545 0
12.644,3.10994,1.55497,,12.644 1.55497 0
12.6633,3.11145,1.555725,,12.6633 1.555725 0
12.6753,3.11255,1.556275,,12.6753 1.556275 0
12.7137,3.11662,1.55831,,12.7137 1.55831 0
12.7565,3.12147,1.560735,,12.7565 1.560735 0
12.8072,3.12625,1.563125,,12.8072 1.563125 0
12.885,3.13453,1.567265,,12.885 1.567265 0
12.8956,3.13562,1.56781,,12.8956 1.56781 0
12.9942,3.14628,1.57314,,12.9942 1.57314 0
13.0727,3.15478,1.57739,,13.0727 1.57739 0
13.0847,3.15617,1.578085,,13.0847 1.578085 0
13.1309,3.16155,1.580775,,13.1309 1.580775 0
13.1309,3.16155,1.580775,,13.1309 1.580775 0
13.1407,3.16269,1.581345,,13.1407 1.581345 0
13.1915,3.16901,1.584505,,13.1915 1.584505 0
13.2144,3.17207,1.586035,,13.2144 1.586035 0
13.2607,3.17913,1.589565,,13.2607 1.589565 0
13.2695,3.18037,1.590185,,13.2695 1.590185 0
13.287,3.18247,1.591235,,13.287 1.591235 0
13.3067,3.18447,1.592235,,13.3067 1.592235 0
13.3423,3.1882,1.5941,,13.3423 1.5941 0
13.3599,3.19001,1.595005,,13.3599 1.595005 0
13.3831,3.19163,1.595815,,13.3831 1.595815 0
13.4668,3.19937,1.599685,,13.4668 1.599685 0
13.4709,3.19981,1.599905,,13.4709 1.599905 0
